id,target
220344,0
181651,0
170749,0
203484,0
152706,0
80873,0
184897,0
81228,0
124894,0
63788,0
49049,0
101356,0
133119,0
220127,0
196240,0
45640,0
244285,0
45223,0
68567,0
48969,0
195452,0
212963,0
23479,0
236915,0
158039,0
52368,0
232978,0
206875,0
276989,0
14406,0
94186,0
147931,0
10434,0
183701,0
275435,0
149055,0
164179,0
250232,0
278231,0
245043,0
262826,0
151248,0
86835,0
127399,0
279926,0
94941,0
65990,0
179031,0
154703,0
165810,0
265117,0
74534,0
25371,0
61301,0
39052,0
140972,0
68436,0
207625,0
282478,0
45211,0
253652,0
267306,0
1995,0
124298,0
89341,0
23809,0
11119,0
225388,0
39942,0
126091,0
177530,0
284765,0
35138,0
185796,0
158813,0
56188,0
132015,0
65877,0
27223,0
8894,0
22187,0
71900,0
93894,0
50150,0
251386,0
58096,0
41202,0
26003,0
193533,0
143965,0
174931,0
91444,0
213316,0
14031,0
5329,0
274528,0
217219,0
270934,0
82590,0
284284,0
67678,0
91828,0
202786,0
84379,0
274516,0
33661,0
53723,0
76210,0
6465,0
9573,0
190641,0
238068,0
130111,0
183665,0
26129,0
109610,0
242848,0
217800,0
274795,0
229656,0
215800,0
26847,0
178834,0
159794,0
130659,0
148143,0
118308,0
188741,0
54871,0
249171,0
136594,0
183920,0
117994,0
59531,0
126006,0
3251,0
273028,0
206010,0
41137,0
279348,0
23310,0
244235,0
59532,0
63667,0
98924,0
87096,0
145084,0
252840,0
223920,0
162782,0
12885,0
119218,0
185800,0
129069,0
53725,0
41471,0
262380,0
261005,0
140683,0
29753,0
278845,0
136744,0
50690,0
170366,0
132960,0
88067,0
174661,0
135043,0
223732,0
109050,0
186913,0
212251,0
246277,0
121329,0
168199,0
59643,0
92219,0
157344,0
122833,0
37465,0
166230,0
37746,0
128469,0
163750,0
84224,0
194338,0
148854,0
262926,0
105246,0
30743,0
241727,0
233604,0
221411,0
140224,0
178384,0
232042,0
50686,0
213472,0
30002,0
50185,0
25366,0
158821,0
259680,0
8251,0
114334,0
119009,0
147575,0
95542,0
148777,0
55816,0
12168,0
135559,0
55793,0
92038,0
118138,0
161366,0
94481,0
209609,0
78628,0
40560,0
259520,0
17741,0
194514,0
185676,0
127473,0
99159,0
67464,0
56992,0
91771,0
206618,0
281883,0
191619,0
104058,0
211301,0
127288,0
211173,0
111252,0
90775,0
83932,0
33943,0
71056,0
74273,0
22162,0
113424,0
158229,0
219562,0
135715,0
273084,0
119985,0
160680,0
259887,0
271617,0
528,0
111253,0
8208,0
60912,0
182691,0
141677,0
195818,0
190394,0
128315,0
7392,0
157725,0
164779,0
5297,0
251092,0
160512,0
252682,0
221596,0
96332,0
281555,0
162442,0
57466,0
257095,0
260255,0
203222,0
47569,0
100256,0
188125,0
275451,0
222966,0
218931,0
249501,0
166316,0
229205,0
139860,0
16101,0
190374,0
62552,0
22962,0
125923,0
120064,0
60502,0
25582,0
137522,0
184369,0
61471,0
53408,0
146178,0
112995,0
175582,0
279782,0
104549,0
94220,0
187712,0
140868,0
284540,0
6929,0
4247,0
218304,0
124204,0
154698,0
274411,0
48468,0
259716,0
61879,0
221014,0
65561,0
270512,0
271902,0
271802,0
191662,0
234682,0
218785,0
259557,0
73769,0
21315,0
230358,0
113303,0
242639,0
195454,0
111910,0
84343,0
236855,0
275418,0
152525,0
170705,0
51738,0
102414,0
87730,0
214233,0
189003,0
273165,0
9025,0
151634,0
72049,0
235158,0
47436,0
110552,0
266068,0
170958,0
81885,0
13620,0
212743,0
236947,0
6689,0
11402,0
162519,0
31049,0
7443,0
130267,0
210802,0
77108,0
94875,0
38856,0
275303,0
105810,0
212215,0
53714,0
48797,0
216891,0
163080,0
268249,0
86249,0
199983,0
252423,0
87153,0
268958,0
242678,0
247890,0
43425,0
231579,0
142607,0
88735,0
33893,0
265528,0
187769,0
156294,0
90315,0
126252,0
58341,0
250792,0
16418,0
179174,0
266474,0
248278,0
164604,0
26149,0
244427,0
172727,0
10145,0
147332,0
198758,0
116980,0
218276,0
189042,0
269884,0
126602,0
260662,0
163511,0
88581,0
30485,0
229190,0
93224,0
143815,0
243962,0
199175,0
14377,0
31392,0
252523,0
230204,0
136896,0
177028,0
6659,0
142396,0
6503,0
166341,0
1847,0
190925,0
149930,0
158190,0
173551,0
38377,0
4380,0
241879,0
267343,0
144304,0
33400,0
55559,0
51206,0
113481,0
284676,0
40098,0
116996,0
101191,0
193867,0
107581,0
221675,0
160552,0
170138,0
108252,0
86629,0
245208,0
248224,0
31437,0
94147,0
273455,0
261758,0
80566,0
34655,0
280545,0
204085,0
63582,0
226272,0
14535,0
46938,0
196239,0
129574,0
78851,0
237701,0
2411,0
120467,0
201310,0
216691,0
4132,0
271017,0
29892,0
161346,0
115058,0
114855,0
74066,0
37416,0
60020,0
39461,0
255003,0
32060,0
165593,0
96812,0
13592,0
145541,0
46677,0
23420,0
261785,0
171283,0
261014,0
168220,0
158414,0
103902,0
256098,0
85036,0
235260,0
223467,0
280191,0
178176,0
279776,0
236048,0
82857,0
201903,0
129208,0
225954,0
7343,0
100970,0
2238,0
234236,0
118229,0
251986,0
52117,0
241186,0
129910,0
37538,0
222955,0
42487,0
38796,0
37612,0
161907,0
268584,0
89057,0
56537,0
251853,0
4065,0
162044,0
58670,0
195000,0
32425,0
226554,0
182821,0
23495,0
245645,0
213782,0
126859,0
35461,0
121014,0
276444,0
162557,0
42653,0
167907,0
44695,0
261937,0
125896,0
157360,0
25290,0
271239,0
68215,0
83577,0
158580,0
188351,0
182662,0
202634,0
243629,0
244612,0
49629,0
196353,0
230322,0
281511,0
214641,0
187186,0
150098,0
97858,0
4887,0
127672,0
283779,0
24644,0
96288,0
97712,0
125901,0
66831,0
230037,0
137306,0
221895,0
158779,0
226487,0
125937,0
183349,0
31710,0
198197,0
15003,0
49069,0
136661,0
98085,0
175920,0
69357,0
2537,0
102839,0
72625,0
206507,0
70994,0
258458,0
54498,0
282619,0
84556,0
106916,0
56522,0
260071,0
36357,0
206286,0
10168,0
130402,0
57416,0
96097,0
41544,0
50006,0
98840,0
47422,0
156540,0
112112,0
258181,0
18503,0
15580,0
245167,0
203878,0
58016,0
267569,0
238658,0
145822,0
27406,0
63963,0
20802,0
225749,0
274835,0
10537,0
186876,0
127060,0
190840,0
161734,0
169465,0
46110,0
255194,0
226474,0
119063,0
233186,0
23369,0
279807,0
186634,0
73496,0
274422,0
151013,0
68707,0
284619,0
256265,0
229481,0
92515,0
102563,0
242003,0
110107,0
199305,0
246982,0
195410,0
60111,0
21240,0
72956,0
153527,0
106384,0
193068,0
135431,0
200471,0
212635,0
214356,0
147183,0
98781,0
66118,0
117156,0
235194,0
71857,0
148983,0
124812,0
199510,0
52859,0
284512,0
94887,0
218036,0
40184,0
270615,0
118617,0
176002,0
276296,0
248852,0
110810,0
238602,0
59504,0
171750,0
58716,0
3462,0
100603,0
120109,0
123738,0
228492,0
36394,0
89317,0
51514,0
92605,0
112906,0
56460,0
80701,0
132689,0
106374,0
106087,0
99784,0
242135,0
38673,0
76833,0
179103,0
199743,0
174229,0
30857,0
115128,0
120698,0
273437,0
76435,0
209028,0
33967,0
95508,0
8815,0
239324,0
258064,0
281634,0
242183,0
267261,0
181857,0
240711,0
254546,0
145495,0
75581,0
197671,0
132928,0
132059,0
234102,0
215698,0
50307,0
158395,0
165187,0
256501,0
52761,0
270060,0
187479,0
102110,0
94972,0
1850,0
124030,0
196077,0
216192,0
173617,0
114348,0
146195,0
197368,0
131933,0
51776,0
133510,0
28105,0
132589,0
29352,0
56519,0
44479,0
56923,0
113212,0
187718,0
195825,0
120464,0
136872,0
191049,0
139360,0
75991,0
32483,0
48552,0
184586,0
2530,0
185336,0
265838,0
62645,0
90258,0
222925,0
20969,0
58347,0
173309,0
124584,0
119022,0
270617,0
207449,0
114212,0
82642,0
80798,0
207837,0
241686,0
204075,0
283435,0
33179,0
20106,0
87716,0
73418,0
115620,0
28405,0
19218,0
258174,0
170295,0
34346,0
234579,0
219583,0
210592,0
76137,0
155800,0
71369,0
206330,0
1070,0
240727,0
263799,0
100757,0
105125,0
178791,0
10829,0
145694,0
80484,0
254597,0
76658,0
151010,0
95103,0
216460,0
167145,0
37762,0
113451,0
171973,0
48275,0
175142,0
158590,0
281093,0
128931,0
284810,0
92473,0
237923,0
163506,0
76043,0
145180,0
263684,0
284586,0
255124,0
155568,0
262953,0
55925,0
200391,0
23208,0
3292,0
87504,0
232497,0
21388,0
135428,0
123071,0
108979,0
63934,0
157232,0
58674,0
48438,0
212929,0
258646,0
80380,0
41724,0
200383,0
94007,0
70551,0
232698,0
130636,0
189018,0
78184,0
234001,0
16096,0
186243,0
140660,0
184000,0
240183,0
45348,0
145701,0
108575,0
112866,0
42162,0
34015,0
258304,0
94684,0
173173,0
59416,0
149806,0
113081,0
178422,0
106559,0
284851,0
69143,0
30664,0
177889,0
59005,0
129429,0
151422,0
38604,0
244273,0
144095,0
62752,0
45185,0
37647,0
20256,0
15200,0
119793,0
118087,0
236413,0
155640,0
856,0
238836,0
141847,0
51535,0
185649,0
104964,0
52145,0
97075,0
162409,0
112748,0
72200,0
222862,0
140423,0
271926,0
75534,0
35230,0
16505,0
72380,0
242437,0
69028,0
267176,0
264630,0
199598,0
230193,0
190583,0
258894,0
72396,0
153288,0
148972,0
268683,0
80268,0
283943,0
21054,0
22782,0
43094,0
20825,0
54542,0
72373,0
79293,0
106475,0
93942,0
120361,0
277423,0
234880,0
138305,0
164150,0
32901,0
92740,0
180310,0
41896,0
152327,0
150287,0
100697,0
43647,0
194698,0
173378,0
282909,0
115808,0
42730,0
56298,0
273162,0
55732,0
9508,0
183475,0
44095,0
271483,0
179156,0
54820,0
97603,0
130482,0
169638,0
262866,0
270742,0
207456,0
226890,0
204050,0
185779,0
168018,0
11043,0
58435,0
96439,0
249152,0
186007,0
181147,0
84567,0
94042,0
195970,0
153284,0
235272,0
26638,0
207359,0
80540,0
59613,0
217328,0
183301,0
208079,0
271581,0
13441,0
67246,0
213532,0
14395,0
83799,0
41317,0
151918,0
56239,0
223095,0
163451,0
217845,0
84779,0
163034,0
272742,0
234064,0
9520,0
24040,0
58394,0
263062,0
245235,0
67149,0
192609,0
272525,0
231858,0
4175,0
8213,0
47713,0
240466,0
24149,0
266578,0
67866,0
60973,0
249604,0
107857,0
119790,0
276820,0
245705,0
4666,0
259629,0
190126,0
68599,0
76283,0
164247,0
147179,0
15932,0
154281,0
266827,0
213247,0
164930,0
284259,0
167845,0
155493,0
270787,0
170187,0
265606,0
159418,0
228473,0
229951,0
145450,0
100259,0
72699,0
190403,0
168236,0
166119,0
20799,0
44470,0
247335,0
14076,0
72815,0
194788,0
265974,0
35913,0
209349,0
111448,0
149603,0
163028,0
215097,0
220642,0
54880,0
277640,0
173105,0
221208,0
141984,0
127641,0
40069,0
154610,0
203721,0
137946,0
137999,0
205154,0
253462,0
5406,0
151584,0
26772,0
86999,0
255559,0
110055,0
29496,0
265144,0
63857,0
273401,0
215376,0
6912,0
203261,0
232807,0
278305,0
25349,0
227281,0
68000,0
21928,0
185498,0
52950,0
145641,0
196290,0
206901,0
151673,0
166805,0
149472,0
74733,0
86275,0
229607,0
67649,0
103147,0
129464,0
191209,0
222383,0
265426,0
64878,0
57178,0
167237,0
62572,0
212163,0
22481,0
152941,0
77596,0
43213,0
201928,0
84068,0
194955,0
217596,0
284394,0
29284,0
104059,0
142853,0
255447,0
155886,0
136062,0
48908,0
88078,0
147973,0
238888,0
125347,0
165105,0
145052,0
230661,0
20700,0
196915,0
21204,0
76334,0
31355,0
180567,0
18723,0
2954,0
75895,0
176099,0
241252,0
145377,0
241956,0
47551,0
101607,0
247050,0
229488,0
115380,0
1749,0
274834,0
186652,0
159673,0
113210,0
17590,0
578,0
239730,0
85295,0
160508,0
220166,0
44963,0
252721,0
150535,0
259862,0
35943,0
190950,0
188212,0
58563,0
192649,0
20220,0
140098,0
247085,0
233522,0
223285,0
12947,0
240641,0
180612,0
44574,0
177315,0
250342,0
98973,0
204806,0
228180,0
274220,0
235171,0
268315,0
36490,0
37955,0
18838,0
68999,0
247827,0
108648,0
84290,0
125516,0
135355,0
35596,0
180831,0
15407,0
77239,0
226552,0
64602,0
165544,0
120098,0
181244,0
215441,0
23745,0
89149,0
268580,0
226537,0
20260,0
183065,0
72001,0
228883,0
200554,0
161256,0
37897,0
12675,0
283727,0
119444,0
261299,0
89686,0
113843,0
275273,0
54858,0
68429,0
31974,0
270652,0
257858,0
188296,0
100098,0
169602,0
202607,0
78579,0
143629,0
235857,0
219576,0
177288,0
98291,0
65386,0
243556,0
126870,0
39561,0
161654,0
38504,0
184808,0
173218,0
78481,0
261568,0
209426,0
121610,0
134154,0
76257,0
118782,0
2633,0
142293,0
147181,0
10655,0
120896,0
232527,0
165991,0
208178,0
182914,0
277421,0
149405,0
250474,0
81380,0
259024,0
67686,0
87360,0
274141,0
10472,0
60936,0
226127,0
256704,0
81522,0
171605,0
180620,0
143052,0
145264,0
221342,0
121344,0
178404,0
195564,0
63339,0
42635,0
241095,0
231223,0
209552,0
211040,0
63372,0
143611,0
108418,0
199292,0
218066,0
207618,0
44136,0
59576,0
51193,0
117628,0
160187,0
9555,0
105513,0
49298,0
93463,0
91744,0
10706,0
247761,0
246557,0
210183,0
103503,0
130468,0
106703,0
63922,0
38647,0
124621,0
160500,0
115311,0
217289,0
217236,0
236183,0
36330,0
189552,0
263664,0
183236,0
70666,0
154795,0
171010,0
201497,0
57068,0
164428,0
92705,0
114386,0
28702,0
195201,0
19368,0
176741,0
10304,0
222805,0
122012,0
42885,0
190864,0
18871,0
165341,0
3419,0
255583,0
98602,0
69896,0
106895,0
88540,0
174413,0
225174,0
205864,0
36714,0
222080,0
80199,0
159014,0
161884,0
246496,0
230057,0
252371,0
153967,0
150887,0
134604,0
110294,0
55218,0
253965,0
233363,0
122768,0
164804,0
277742,0
135295,0
199628,0
101197,0
154713,0
117357,0
30689,0
77345,0
211279,0
69795,0
211719,0
174655,0
256940,0
104285,0
138959,0
8855,0
197281,0
95154,0
94094,0
29372,0
277131,0
6172,0
114645,0
206985,0
105342,0
237388,0
267650,0
30284,0
8566,0
84368,0
66112,0
225831,0
110222,0
170629,0
1260,0
109064,0
178041,0
155441,0
84167,0
203711,0
107428,0
227366,0
211485,0
175171,0
187897,0
256214,0
193692,0
68377,0
127028,0
47763,0
33868,0
160513,0
266815,0
202756,0
46619,0
268710,0
91593,0
143203,0
98300,0
257116,0
87173,0
91149,0
30753,0
36493,0
284954,0
207614,0
254508,0
169341,0
193990,0
40879,0
26334,0
130284,0
136108,0
240941,0
213640,0
111223,0
118736,0
90603,0
235798,0
57256,0
156246,0
123813,0
51191,0
106050,0
231777,0
174907,0
104631,0
140053,0
151349,0
114736,0
178930,0
125075,0
258693,0
174948,0
217211,0
185791,0
119594,0
139564,0
107414,0
181079,0
274588,0
35403,0
166755,0
95067,0
244817,0
87748,0
16222,0
208001,0
239442,0
160439,0
61994,0
208478,0
83931,0
7864,0
116319,0
259822,0
252216,0
97646,0
183497,0
260831,0
102804,0
107027,0
244182,0
268974,0
272605,0
27576,0
77142,0
236402,0
139985,0
185599,0
278840,0
45491,0
79929,0
203312,0
88776,0
275409,0
16638,0
237226,0
192541,0
218114,0
275904,0
94576,0
27387,0
44422,0
70546,0
19313,0
14351,0
85832,0
221087,0
75777,0
209099,0
26925,0
222397,0
46987,0
227913,0
146039,0
116823,0
111690,0
118447,0
50651,0
105903,0
75107,0
252285,0
80142,0
143890,0
283434,0
99343,0
190229,0
197269,0
227858,0
122622,0
205912,0
47790,0
148907,0
77065,0
277820,0
67880,0
221271,0
216124,0
240516,0
178507,0
141063,0
138792,0
213749,0
260482,0
100349,0
141992,0
263423,0
226600,0
197969,0
247136,0
188968,0
166082,0
157124,0
38889,0
206128,0
169847,0
31513,0
170278,0
144968,0
217038,0
205760,0
129753,0
249573,0
46731,0
3312,0
24049,0
157339,0
185948,0
166421,0
166737,0
14381,0
67718,0
237101,0
2739,0
261608,0
151870,0
148321,0
238627,0
270509,0
98044,0
251045,0
40304,0
92575,0
191114,0
141121,0
242334,0
179991,0
130288,0
113024,0
93592,0
271834,0
131321,0
166744,0
202640,0
250689,0
200528,0
82891,0
79812,0
181997,0
111741,0
208717,0
87549,0
39493,0
201362,0
265725,0
65440,0
119106,0
123601,0
245874,0
132616,0
267345,0
66108,0
282332,0
242516,0
159220,0
130286,0
168288,0
9978,0
166221,0
14584,0
112614,0
79910,0
112037,0
17405,0
74829,0
265694,0
219545,0
262062,0
82215,0
226853,0
185634,0
34258,0
74716,0
111709,0
124532,0
92277,0
149230,0
86183,0
25327,0
179994,0
23145,0
189245,0
117035,0
35144,0
84174,0
168089,0
269663,0
112587,0
176725,0
99498,0
104054,0
30965,0
261533,0
282776,0
89313,0
256633,0
107373,0
99084,0
104378,0
46296,0
227656,0
255573,0
165051,0
206960,0
66952,0
134209,0
34547,0
126619,0
201515,0
45730,0
140622,0
174248,0
220735,0
102311,0
31738,0
243413,0
193342,0
160777,0
177737,0
82245,0
68128,0
37298,0
180517,0
214226,0
46916,0
4606,0
71804,0
148229,0
15846,0
188071,0
5629,0
244785,0
126886,0
175968,0
114318,0
253993,0
228591,0
138218,0
169431,0
39482,0
58493,0
205304,0
94043,0
214826,0
101205,0
109245,0
207422,0
25358,0
179573,0
183554,0
99134,0
241848,0
222473,0
231733,0
208724,0
69768,0
233954,0
213404,0
171378,0
88861,0
164249,0
194476,0
269354,0
231856,0
168695,0
39921,0
137915,0
154670,0
186382,0
232143,0
280111,0
128399,0
276585,0
102634,0
163662,0
267641,0
143788,0
250602,0
86318,0
185446,0
162096,0
1860,0
31250,0
108545,0
31777,0
29189,0
137367,0
103669,0
56688,0
147523,0
137605,0
105745,0
240259,0
53587,0
11885,0
18268,0
98685,0
237995,0
125973,0
278043,0
204466,0
221577,0
207533,0
67572,0
133263,0
183977,0
145858,0
151266,0
247492,0
79300,0
250488,0
247187,0
180888,0
39965,0
196639,0
235186,0
149984,0
55254,0
61886,0
145010,0
155059,0
137486,0
187229,0
23501,0
208339,0
26781,0
155274,0
103617,0
67068,0
64150,0
249196,0
137613,0
44920,0
177356,0
132425,0
39291,0
52417,0
206044,0
246948,0
104727,0
23443,0
20639,0
242635,0
128132,0
173822,0
229385,0
239224,0
49332,0
238928,0
130941,0
79873,0
224475,0
168042,0
151537,0
109726,0
30148,0
38,0
188476,0
83711,0
120065,0
169516,0
19614,0
230064,0
33466,0
215067,0
272117,0
26441,0
38915,0
245543,0
188237,0
16048,0
211097,0
142254,0
97626,0
54205,0
185696,0
157666,0
131927,0
25501,0
37414,0
83494,0
103050,0
221851,0
183315,0
23893,0
37013,0
57182,0
178521,0
44893,0
198251,0
187701,0
43827,0
28192,0
20059,0
147015,0
228147,0
124631,0
162213,0
253312,0
245396,0
77030,0
34254,0
45717,0
184319,0
146476,0
48812,0
102227,0
63306,0
61783,0
147515,0
215266,0
86103,0
216944,0
260411,0
46831,0
8960,0
267112,0
87662,0
67377,0
211034,0
200115,0
149361,0
15543,0
1871,0
272152,0
142827,0
122543,0
7727,0
68357,0
82208,0
39085,0
181037,0
219697,0
194043,0
203136,0
272879,0
70746,0
116500,0
212222,0
177938,0
65718,0
222074,0
22648,0
163712,0
221471,0
237971,0
272979,0
37044,0
183627,0
886,0
157096,0
7962,0
187762,0
205943,0
245190,0
282435,0
58828,0
73835,0
128954,0
279640,0
167538,0
15028,0
38204,0
283283,0
213547,0
123075,0
157929,0
147243,0
69297,0
242929,0
203747,0
244156,0
93489,0
214923,0
136186,0
179148,0
168938,0
243418,0
153772,0
232968,0
183304,0
3383,0
63822,0
170993,0
42457,0
116914,0
41020,0
225891,0
147255,0
3077,0
106041,0
74995,0
272666,0
163768,0
221579,0
213974,0
113447,0
104068,0
16142,0
276687,0
284605,0
89844,0
256646,0
133579,0
130409,0
127015,0
116281,0
2268,0
147354,0
186416,0
65709,0
165316,0
167847,0
21920,0
129507,0
76096,0
108637,0
70124,0
274132,0
272125,0
191578,0
29684,0
173154,0
250251,0
33699,0
234288,0
109085,0
22135,0
12772,0
184136,0
243392,0
130100,0
43814,0
175964,0
24678,0
171577,0
172278,0
268015,0
200304,0
133985,0
52276,0
239957,0
192707,0
125976,0
23305,0
201695,0
100698,0
44795,0
211562,0
233105,0
6695,0
226304,0
69411,0
154033,0
208173,0
55329,0
222325,0
115272,0
245663,0
210594,0
120450,0
29355,0
254177,0
163392,0
52654,0
198969,0
181717,0
88483,0
47584,0
212168,0
38927,0
127633,0
247950,0
14991,0
25985,0
240054,0
63731,0
1711,0
77037,0
263510,0
284743,0
54421,0
64474,0
24979,0
239832,0
64867,0
227842,0
46007,0
162562,0
98296,0
192324,0
31564,0
74122,0
226823,0
152702,0
84376,0
183244,0
73715,0
267736,0
155896,0
6339,0
46071,0
8644,0
165965,0
194536,0
79636,0
202502,0
67994,0
22246,0
145324,0
97145,0
30,0
211379,0
57456,0
186299,0
238666,0
172159,0
182658,0
79573,0
149263,0
85278,0
137712,0
64863,0
15165,0
181439,0
58241,0
117223,0
250383,0
282101,0
239435,0
27474,0
181710,0
195118,0
230100,0
231457,0
109029,0
81312,0
251114,0
117706,0
276704,0
229987,0
60998,0
210642,0
236519,0
141334,0
47412,0
172799,0
151602,0
188685,0
46922,0
4773,0
210725,0
173140,0
108017,0
171581,0
63710,0
237788,0
152605,0
106685,0
91481,0
3382,0
105200,0
32277,0
142284,0
236556,0
203531,0
276607,0
74939,0
151590,0
3365,0
241770,0
184789,0
169786,0
22311,0
40750,0
59988,0
214961,0
274179,0
20648,0
134899,0
218901,0
273564,0
233197,0
177013,0
225236,0
62767,0
183809,0
23031,0
145566,0
159889,0
220760,0
107202,0
210353,0
45925,0
207223,0
100326,0
245963,0
54522,0
34651,0
122222,0
140167,0
110163,0
87949,0
222470,0
37140,0
222497,0
85446,0
154315,0
117821,0
262857,0
186097,0
123192,0
273250,0
132989,0
128157,0
107865,0
80602,0
117927,0
120946,0
38579,0
103078,0
206972,0
259437,0
262031,0
181053,0
269399,0
159917,0
225791,0
11031,0
128076,0
60602,0
73951,0
52167,0
134285,0
53941,0
171251,0
128371,0
6211,0
21064,0
157851,0
209564,0
137463,0
2575,0
275698,0
232162,0
227503,0
136283,0
186838,0
268117,0
46204,0
245356,0
149447,0
82012,0
279950,0
252946,0
115187,0
153031,0
166290,0
187727,0
166368,0
166104,0
96835,0
95804,0
272821,0
115083,0
92433,0
157309,0
79602,0
80044,0
39539,0
274131,0
202568,0
276639,0
225468,0
211353,0
158210,0
232006,0
49598,0
83520,0
116146,0
50198,0
2342,0
222100,0
64940,0
150206,0
204985,0
265440,0
41443,0
103429,0
96631,0
58908,0
130074,0
135760,0
278649,0
278533,0
254147,0
116629,0
242538,0
56051,0
11942,0
240204,0
73974,0
270769,0
233794,0
256280,0
215395,0
205187,0
254758,0
191800,0
60871,0
48592,0
45289,0
135523,0
27985,0
275605,0
155928,0
154706,0
225868,0
109486,0
111368,0
52443,0
42832,0
129489,0
14829,0
281224,0
161677,0
63513,0
234587,0
76903,0
177406,0
275450,0
154032,0
113147,0
282646,0
209384,0
26012,0
152104,0
193664,0
259769,0
108276,0
4653,0
68113,0
204961,0
213374,0
141873,0
184625,0
108548,0
239782,0
16702,0
28496,0
180649,0
283002,0
37001,0
90308,0
277808,0
168424,0
95135,0
35822,0
163036,0
76494,0
217668,0
150420,0
74093,0
280822,0
161253,0
236717,0
139397,0
94714,0
30026,0
223549,0
67701,0
97279,0
234617,0
260631,0
187812,0
269873,0
219544,0
243019,0
227370,0
256109,0
153333,0
247540,0
256790,0
175774,0
106236,0
92032,0
49435,0
72211,0
68319,0
107203,0
281003,0
121892,0
98902,0
221155,0
494,0
240161,0
8197,0
24187,0
274150,0
265054,0
236898,0
44427,0
58681,0
240709,0
210685,0
23484,0
46757,0
214456,0
95963,0
241722,0
43581,0
145547,0
167697,0
240598,0
57947,0
86570,0
193437,0
131029,0
248545,0
261209,0
213124,0
196487,0
152012,0
106489,0
211910,0
133471,0
255272,0
270282,0
112373,0
128102,0
172084,0
234883,0
